Transaction Date,Book Title,ISBN,Customer ID,Quantity,Price (NPR)
2020-07-16,Visual Arts: Concepts and Techniques,978-9937-179-95-1,C5007,4,1143.0
2021-02-28,Nepali Samaj,978-9937-763-44-9,C3402,5,1142.0
2021-06-30,Jatiya Bhasha,978-9937-697-75-2,C1684,1,1425.0
2019-06-18,Nepal's Biodiversity,978-9937-450-92-2,C8272,4,1501.0
2023-03-20,Introduction to Biotechnology,978-9937-687-56-6,C5613,3,322.0
2020-03-24,Ram Ram Ramailo,978-9937-178-51-5,C9830,5,383.0
2020-08-26,Diyo Jwala,978-9937-979-29-5,C2011,4,1018.0
2023-02-25,Sapana,978-9937-740-69-1,C2755,3,958.0
2020-07-15,International Relations: Concepts and Theories,978-9937-748-23-8,C4680,2,1319.0
2019-07-19,Pramod,978-9937-348-27-8,C1647,3,701.0
2019-10-23,Nepal Ko Vikas Ko Katha,978-9937-868-87-3,C6992,2,1267.0
2024-09-28,Chal Pani,978-9937-504-62-9,C1138,2,1770.0
2020-11-13,Arthik Vikas Ra Samaj,978-9937-675-33-7,C2417,5,1449.0
2019-08-09,Aama Ko Asamanta,978-9937-315-94-8,C7594,1,1355.0
2020-12-26,Ghumti Duniya,978-9937-938-39-7,C8001,2,516.0
2022-05-17,Computer Science Fundamentals,978-9937-760-84-9,C8420,1,1985.0
2019-05-18,Swargadwari,978-9937-432-82-9,C1035,3,593.0
2020-10-16,Chhito Masta,978-9937-577-52-1,C6437,5,1769.0
2021-05-31,Shiksha Ko Mahatv,978-9937-213-87-2,C7428,5,1859.0
2020-03-29,Arthik Udyog Ko Itihas,978-9937-965-59-5,C8803,5,840.0
2024-04-16,Chandra Gurung,978-9937-681-47-5,C1854,2,1750.0
2022-02-02,Research Methodology,978-9937-452-11-5,C7873,3,1667.0
2023-05-31,Chhito Ghar Yatra,978-9937-813-69-6,C5203,1,1517.0
2020-07-18,Yugal Gurung,978-9937-979-11-1,C9901,5,762.0
2019-08-09,Sathi Ko Pasa,978-9937-333-17-6,C7187,5,1363.0
2020-01-15,Prashasan Ko Itihas,978-9937-929-68-7,C2681,5,581.0
2021-08-14,Katha Ra Jatra,978-9937-634-66-7,C8713,5,1535.0
2020-12-14,Financial Management: Theory and Practice,978-9937-986-42-4,C6281,4,1775.0
2022-02-09,Phool Ko Katha,978-9937-197-54-0,C8990,4,544.0
2022-05-16,Yatra,978-9937-236-75-3,C5462,3,1788.0
2020-08-30,Nepal Ko Khusi,978-9937-723-11-6,C9937,4,254.0
2019-12-10,Kagbeni Ko Bato,978-9937-279-16-5,C1040,4,317.0
2021-12-04,Dhaak Ko Yatra,978-9937-997-85-7,C4356,3,1144.0
2023-05-27,Sanskar Ko Asar,978-9937-160-42-9,C6115,2,665.0
2019-01-24,Jatiya Bhasha Ko Mahatv,978-9937-793-27-8,C4669,1,1735.0
2019-09-07,Ma Timro Sangai,978-9937-394-47-5,C9860,4,272.0
2021-08-27,Manav Adhikar Ko Itihas,978-9937-564-99-6,C6045,2,691.0
2019-09-23,Chhito Khushi,978-9937-146-99-6,C8499,2,1947.0
2024-01-22,Sathi Ko Paila,978-9937-543-32-6,C8582,3,1625.0
2023-11-16,Ankhako Pani,978-9937-657-70-5,C8432,1,1496.0
2020-07-17,Jatra,978-9937-719-16-9,C8324,5,1038.0
2024-06-02,Katha Haru Ko Sanga,978-9937-948-56-4,C8184,2,715.0
2024-11-03,Chandani,978-9937-419-18-2,C2608,4,1919.0
2018-12-21,Introduction to Performing Arts,978-9937-773-22-6,C9002,5,1623.0
2023-04-17,Sangam,978-9937-929-58-2,C9974,2,545.0
2021-10-23,Ghar Ko Dhan,978-9937-479-34-1,C5644,4,1014.0
2021-12-28,Chhito Pataka,978-9937-881-12-5,C3232,2,1666.0
2024-05-20,Sakha,978-9937-271-79-4,C3260,4,372.0
2023-01-22,Sahakarita,978-9937-696-59-8,C5999,2,1040.0
2024-09-18,Jatra Ma Khushi Yatra,978-9937-356-58-3,C1833,2,1936.0
2024-07-02,Conservation Biology,978-9937-583-10-5,C8159,1,472.0
2018-11-29,Prashasan Ko Itihas,978-9937-929-68-7,C1548,2,1790.0
2020-04-17,Chandani,978-9937-419-18-2,C2972,4,521.0
2022-12-11,Emergency Management in Health Care,978-9937-324-17-9,C4822,3,1666.0
2019-01-04,Nepali Ghar Ko Itihas,978-9937-692-53-6,C9691,3,699.0
2019-05-23,Samajik Adhiyan,978-9937-915-48-9,C8705,1,1482.0
2024-03-18,Katha Kendra,978-9937-528-70-2,C9885,4,326.0
2023-08-24,Samajik Adhyan,978-9937-575-79-3,C9386,1,377.0
2021-12-27,Visual Arts: Concepts and Techniques,978-9937-179-95-1,C5641,1,1071.0
2020-08-09,Shahar Ko Katha,978-9937-950-75-2,C8960,4,722.0
2020-11-29,Logistics Management,978-9937-312-55-1,C8920,2,708.0
2024-10-23,Sukha Ko Yatra,978-9937-539-56-5,C7326,5,1231.0
2022-07-12,Kaun,978-9937-553-75-0,C6762,2,612.0
2019-01-14,Nepal Ko Prashasan,978-9937-553-29-3,C7156,2,1819.0
2018-12-31,Khushi Ko Bal Kahani,978-9937-532-72-8,C5718,1,1531.0
2023-07-11,Creative Arts in Education,978-9937-461-62-9,C9917,1,1459.0
2022-11-14,Computer Architecture Fundamentals,978-9937-962-93-7,C4682,5,1987.0
2024-01-12,Baal Yatra Ko Sundar,978-9937-118-48-5,C9632,4,864.0
2019-12-17,Botany: An Introduction,978-9937-332-16-8,C3186,3,1937.0
2022-07-29,Art History: A Comprehensive Overview,978-9937-456-47-2,C5966,1,1604.0
2023-08-01,Ghar,978-9937-610-31-6,C9553,3,1863.0
2024-05-01,Creative Writing: Theory and Practice,978-9937-772-22-1,C6813,3,1201.0
2024-02-05,Dhoondh,978-9937-484-50-6,C2875,2,756.0
2024-04-27,Chhito Ramailo,978-9937-807-52-5,C6641,5,283.0
2021-09-27,Anmol,978-9937-947-40-5,C9569,5,1025.0
2019-01-03,Teacher Education and Training,978-9937-468-75-1,C3667,2,1173.0
2024-08-14,Arthik Vikas Ra Samaj,978-9937-675-33-7,C7668,1,534.0
2024-05-05,Introduction to Agile Project Management,978-9937-435-15-5,C8198,5,1751.0
2019-04-27,Nepali Sangharsha Ra Itihas,978-9937-849-69-5,C8774,5,721.0
2023-02-21,Parvaaz,978-9937-247-46-4,C6826,2,1031.0
2022-07-21,Brahma,978-9937-867-50-9,C2949,3,705.0
2020-11-06,Kina,978-9937-230-80-2,C1937,1,1779.0
2024-02-08,Shree 5,978-9937-466-75-0,C5145,4,1518.0
2022-09-15,Bhukampa,978-9937-256-54-7,C4354,2,1921.0
2023-04-04,Madhav Ko Bato,978-9937-150-22-3,C4153,2,1946.0
2022-06-24,Organizational Behavior,978-9937-225-75-7,C1527,5,521.0
2022-01-25,Cooperative Learning Strategies,978-9937-447-38-2,C5681,3,695.0
2019-09-09,Dharmapath,978-9937-466-73-7,C5925,3,1493.0
2024-03-28,Statistics for Business and Economics,978-9937-644-48-3,C6917,5,1933.0
2021-04-19,Baal Sundar Kahani,978-9937-504-35-8,C2052,2,1041.0
2022-01-04,Gurukul,978-9937-197-19-6,C3004,1,1381.0
2020-02-06,Sabai Ko Bhatta,978-9937-828-89-5,C8713,5,631.0
2019-10-22,Baal Sundar Yatra,978-9937-427-96-0,C9394,4,327.0
2020-02-10,Mitra,978-9937-369-32-9,C3455,3,1814.0
2020-07-21,Yatra Ma Katha,978-9937-236-18-7,C2248,2,239.0
2019-01-02,Project Management,978-9937-929-90-7,C1290,2,439.0
2021-10-04,Ekta Ko Katha,978-9937-472-24-0,C5255,2,1644.0
2021-12-23,Seto Bagh,978-9937-502-69-8,C3593,4,1185.0
2020-01-22,Pramod,978-9937-348-27-8,C2333,3,1680.0
2023-12-24,Prakriti Ra Manav,978-9937-183-74-0,C6810,3,831.0
2022-04-05,Nepal Ko Khusi Ko Ramailo,978-9937-526-50-8,C3517,4,812.0
2021-06-07,Emotional Intelligence,978-9937-713-29-1,C5712,4,862.0
2022-02-10,Ramailo Sundar Kahani,978-9937-634-64-6,C7794,4,1330.0
2022-04-06,Arthik Itihas Ko Samaya,978-9937-915-59-3,C2891,4,1734.0
2023-11-27,Bheti,978-9937-381-66-4,C4004,5,1037.0
2020-04-01,Baal Yatra Sundar Ghar,978-9937-411-38-2,C8384,1,278.0
2019-02-24,Chhalphal Ko Ramailo Kahani,978-9937-659-45-9,C4692,5,1321.0
2022-08-02,Katha Ra Samaya,978-9937-374-26-5,C3524,2,1732.0
2020-11-08,Ethics in Business,978-9937-653-93-9,C8982,1,786.0
2021-07-18,Manas Ko Ghar,978-9937-488-15-9,C9865,3,535.0
2019-06-06,Rajesh,978-9937-582-14-1,C2151,2,676.0
2021-05-20,Duniya Ko Sathi,978-9937-203-35-2,C3609,3,1242.0
2019-03-08,Manav Ko Maya,978-9937-278-97-6,C3424,4,1968.0
2023-03-17,Social Justice and Equity,978-9937-621-42-7,C3192,4,1658.0
2019-09-14,Suno Hami Haru,978-9937-914-96-4,C2298,5,969.0
2023-12-29,Engineering Management: Theory and Practice,978-9937-495-22-0,C6201,4,1114.0
2024-09-12,Yatra Ra Bato,978-9937-137-71-7,C8544,5,543.0
2023-04-21,Ranga,978-9937-688-19-3,C6996,4,491.0
2019-07-30,Nepali Itihas Ko Ramailo,978-9937-974-72-5,C1757,1,499.0
2020-03-05,Introduction to Sociology,978-9937-893-61-1,C4327,5,1089.0
2020-07-11,Sansar,978-9937-987-55-3,C4433,2,559.0
2019-02-06,Aasha,978-9937-934-87-5,C7754,1,1176.0
2019-07-01,Phoolko Ghar,978-9937-103-38-2,C3791,4,846.0
2021-06-01,Chhoto Ghar,978-9937-798-85-1,C3720,4,1458.0
2022-06-24,Zoology: Principles and Applications,978-9937-212-15-4,C3108,2,956.0
2020-05-19,Yatra Ko Mukhya,978-9937-203-29-0,C4845,2,229.0
2024-05-02,Adhura,978-9937-974-59-4,C3470,2,1893.0
2022-03-18,Bhul Ko Ramailo,978-9937-104-88-1,C5183,4,714.0
2023-12-23,Timi Ra Ma,978-9937-469-59-5,C7733,3,1472.0
2022-01-01,Ghar Ko Prakash,978-9937-933-35-2,C4142,5,1381.0
2022-02-28,Samaya Ko Sanghars,978-9937-641-51-2,C4857,2,833.0
2023-06-29,The Role of Media in Society,978-9937-457-93-8,C6068,4,1582.0
2023-10-23,Sukh Ko Sathi,978-9937-461-18-3,C5821,3,1205.0
2023-05-14,Samman,978-9937-266-56-0,C6617,1,507.0
2022-12-03,Bal Katha Sangraha,978-9937-773-91-6,C7721,5,1146.0
2024-04-23,Digital Transformation Strategies,978-9937-188-43-3,C1978,3,1711.0
2023-09-24,Ramesh,978-9937-130-36-7,C5719,2,1693.0
2020-05-15,Electronics and Communication Engineering,978-9937-459-14-5,C5073,1,982.0
2020-12-24,Maya Ko Ankh,978-9937-799-96-6,C4484,1,474.0
2022-05-28,Bal Ko Chalo,978-9937-320-83-1,C4106,2,1894.0
2021-12-18,Bal Yatra Ramailo,978-9937-886-64-5,C9958,1,242.0
2020-01-22,Ghar Ko Udaan,978-9937-768-94-9,C2147,1,1468.0
2023-04-22,Aasha Ko Paila,978-9937-337-27-9,C7510,4,300.0
2021-03-15,Yatra Ko Katha,978-9937-461-95-2,C8096,1,1354.0
2018-11-11,Jatra Ma Khushi,978-9937-554-94-4,C2242,3,1756.0
2021-07-20,Agroecology: Principles and Practices,978-9937-303-96-4,C5426,3,1354.0
2020-06-10,Organizational Behavior,978-9937-225-75-7,C8209,2,1164.0
2020-07-23,Yatra Ma Katha,978-9937-236-18-7,C7412,2,446.0
2022-11-08,Arthik Vikas Ra Samasya,978-9937-212-92-4,C4440,1,1856.0
2024-05-17,Introduction to Communication Studies,978-9937-820-21-3,C8193,1,565.0
2020-06-21,Shiksha Ra Khusi Ko Katha,978-9937-369-94-7,C9703,3,525.0
2020-08-30,Naya Mantra,978-9937-306-16-0,C1524,2,799.0
2020-07-12,Bholi Ko Katha,978-9937-847-80-8,C1802,3,1089.0
2019-10-10,Chemistry: Concepts and Applications,978-9937-766-83-6,C9825,4,256.0
2022-09-17,Chhalphal Ramailo Kahani,978-9937-384-44-2,C5051,1,446.0
2023-11-30,Adhunik Nepal,978-9937-583-13-4,C2859,3,1858.0
2019-11-24,Gender and Arts,978-9937-161-98-9,C3925,1,470.0
2019-07-29,Yug Ko Ghar,978-9937-668-74-4,C6123,4,955.0
2019-07-12,Digital Transformation Strategies,978-9937-188-43-3,C9299,4,876.0
2019-12-01,Women and Gender Studies,978-9937-625-99-1,C3652,2,341.0
2020-04-17,Sathi Haru Ka Safar,978-9937-945-42-9,C3306,1,1592.0
2023-12-28,Ghar Ko Kahani,978-9937-363-83-2,C9620,5,1322.0
2020-06-16,Samaya Ko Vishwa,978-9937-352-35-3,C9505,3,1411.0
2019-02-18,Ramailo Sundar Ghar,978-9937-132-10-8,C5245,2,1633.0
2021-10-20,Nepal Ko Manavadhikar,978-9937-957-91-8,C9691,2,1877.0
2020-02-28,Personal Finance Management,978-9937-348-38-3,C8452,2,900.0
2023-05-06,Yatra Ra Bato,978-9937-137-71-7,C1530,4,1944.0
2020-06-12,Buddhi Kura,978-9937-739-41-7,C7028,5,1322.0
2024-07-02,Yatra Ra Katha,978-9937-369-34-2,C7648,3,1209.0
2019-09-27,Jindagi Ko Ramailo,978-9937-641-21-4,C3272,4,208.0
2020-04-22,Nepali Itihas Ko Itihas,978-9937-587-69-9,C8841,1,1060.0
2022-08-29,Panchhi,978-9937-782-94-8,C2432,3,226.0
2022-10-05,Assessment and Evaluation in Education,978-9937-161-48-6,C8165,1,333.0
2019-06-17,Bal Sundar Pataka,978-9937-811-91-7,C6884,4,314.0
2023-02-19,Shanti Ko Kahani,978-9937-132-31-8,C7666,3,582.0
2021-10-08,Nirjala,978-9937-512-54-1,C5905,5,1819.0
2019-10-16,Baal Ramailo Yatra,978-9937-695-54-8,C2671,1,1341.0
2022-02-23,Sustainable Development: Theory and Practice,978-9937-587-22-3,C9246,2,1671.0
2022-08-06,Katha Ko Prakash,978-9937-541-67-4,C6687,3,1457.0
2023-06-23,Katha Haru Ko Vishwa,978-9937-250-26-4,C9309,2,1472.0
2021-08-02,Environmental Science: A Comprehensive Guide,978-9937-561-89-2,C8605,4,436.0
2024-07-06,Shukrabar,978-9937-455-23-2,C2753,4,1497.0
2020-10-30,Chhito Sapana Ko Ramailo,978-9937-428-79-2,C3616,5,1509.0
2021-05-03,Yatra Ko Yatra,978-9937-913-44-0,C8865,4,1498.0
2018-11-16,Structural Engineering Basics,978-9937-454-23-3,C8585,1,1233.0
2018-12-17,Shree 5,978-9937-466-75-0,C3935,5,599.0
2019-10-14,Yatra Ka Anubhav,978-9937-221-39-0,C3949,5,345.0
2022-08-31,Baal Ghar Ko Chhito,978-9937-735-17-9,C9015,1,1562.0
2021-06-09,Nirjala,978-9937-512-54-1,C1640,3,1931.0
2019-04-17,Bal Ramailo,978-9937-665-68-3,C1511,5,462.0
2021-04-15,Language Teaching Methods,978-9937-811-87-3,C8277,4,1250.0
2022-12-12,Pani Ko Jatra,978-9937-429-46-6,C2948,1,1699.0
2021-08-22,Samaya Ko Sanghars,978-9937-641-51-2,C4161,3,687.0
2021-04-16,Safar Ka Mantra,978-9937-422-26-1,C8330,1,1229.0
2023-02-22,Chhito Ramailo Kahani,978-9937-994-44-5,C2751,1,1662.0
2020-04-03,Sathi Ko Aastha,978-9937-966-28-5,C7868,1,1882.0
2022-03-23,Conservation Biology,978-9937-583-10-5,C3679,3,899.0
2022-08-28,Chhalfal,978-9937-800-55-9,C7838,2,1044.0
2022-05-02,Dai Ko Yatra,978-9937-101-13-5,C2577,1,1661.0
2020-12-22,Maya Ko Ankh,978-9937-799-96-6,C1528,3,1213.0
2020-01-20,Chhito Khushi,978-9937-146-99-6,C6137,5,789.0
2020-06-02,Ghar Ko Duniya,978-9937-776-29-7,C9516,4,203.0
2021-07-11,Chhito Manzil,978-9937-292-36-2,C9778,5,1467.0
2023-03-08,Nepali Prajatantra,978-9937-351-87-5,C4039,1,361.0
2022-07-20,Ethics in Education,978-9937-575-15-1,C3684,5,1022.0
2022-10-24,Mangal Ko Duniya,978-9937-127-41-2,C9369,1,417.0
2024-10-03,Chandra Dutta,978-9937-642-42-7,C6673,4,1283.0
2021-10-23,Manavadhikar Ra Samasya,978-9937-588-14-1,C2918,5,676.0
2021-06-13,Maanav Ra Yatra,978-9937-390-90-8,C1224,3,1134.0
2019-05-22,Bal Sundarta,978-9937-113-19-9,C1747,3,1438.0
2024-09-09,Gorkha Jatra,978-9937-343-39-7,C2764,2,1589.0
2023-01-30,Pani Ko Jatra,978-9937-429-46-6,C1944,5,439.0
2024-07-09,Aama Ko Asamanta,978-9937-315-94-8,C7755,2,1019.0
2020-03-19,Computer Science: Class 11,978-9937-950-20-6,C5181,3,652.0
2022-12-16,Ek Pustak,978-9937-290-79-5,C7808,2,553.0
2020-05-12,Bal Ghar,978-9937-443-88-3,C4877,2,1825.0
2024-05-30,Prashasan Ra Manavadhikar,978-9937-709-46-7,C5218,4,1157.0
2019-09-24,Sukanya,978-9937-858-10-9,C9569,2,1798.0
2022-05-19,Khushi Ko Bal Kahani,978-9937-532-72-8,C2732,2,1790.0
2020-09-24,Nepali Rhymes,978-9937-398-35-1,C4960,3,1722.0
2023-03-03,Nepal Ko Ghar Ko Itihas,978-9937-997-70-3,C9486,2,1997.0
2022-03-01,Environmental Science,978-9937-162-81-0,C4615,3,1248.0
2020-03-07,Parvaaz,978-9937-247-46-4,C2998,3,216.0
2021-01-28,Dharma Ra Duniya,978-9937-833-23-1,C5828,2,812.0
2020-03-24,Naya Mantra,978-9937-306-16-0,C6919,4,1607.0
2020-04-11,Jatiya Bhasha Ko Mahatv,978-9937-793-27-8,C3850,2,744.0
2021-02-19,Jatra Ko Safar,978-9937-832-54-0,C6623,1,1275.0
2022-05-28,Introduction to Human Behavior,978-9937-171-16-7,C8287,2,908.0
2024-06-08,Fluid Mechanics Basics,978-9937-229-53-8,C5069,1,350.0
2024-01-13,Dhaak Ko Duniya,978-9937-375-37-1,C1376,2,1371.0
2024-02-02,Business Ethics and Corporate Social Responsibility,978-9937-981-40-1,C1448,3,840.0
2024-01-30,Timi Ko Katha,978-9937-819-65-9,C6621,1,847.0
2022-09-30,Prashant Ko Katha,978-9937-875-80-6,C6963,5,509.0
2022-04-30,Chhito Ghar Ko Paila,978-9937-679-91-9,C9214,3,255.0
2022-07-03,Shiksha Ra Samasya,978-9937-825-37-0,C4241,2,1636.0
2023-05-16,Yatra Ma Muktak,978-9937-255-45-5,C2171,2,1940.0
2023-10-31,Katha Ra Bhavana,978-9937-427-16-6,C7336,3,1283.0
2021-03-29,Chhalphal Sundar Kahani,978-9937-759-21-4,C1882,5,1373.0
2022-08-08,Introduction to Computer Engineering,978-9937-656-56-6,C4915,2,926.0
2019-09-05,Dhaakko Chha,978-9937-276-28-8,C2541,5,1275.0
2023-06-01,Mangal,978-9937-108-15-9,C5288,2,1922.0
2024-02-13,Mangal Ko Bato,978-9937-715-72-2,C9070,4,1796.0
2022-08-30,Baal Ghar Ko Katha,978-9937-295-75-3,C1698,1,1644.0
2020-01-09,Kaha Jaanchha,978-9937-743-39-7,C7362,3,764.0
2022-09-02,Samaya Ko Dhamaka,978-9937-700-37-0,C5952,2,1641.0
2023-07-11,Physics - Kramik Pathakram,978-9937-626-91-3,C6955,2,1415.0
2022-10-12,Musical Theory and Composition,978-9937-338-71-4,C4926,4,1026.0
2022-03-01,Ramailo Ghar Ko Ramailo,978-9937-355-62-4,C5231,4,698.0
2019-08-21,Chhito Sundar Yatra,978-9937-475-59-1,C6312,1,841.0
2019-10-22,Sustainable Agriculture,978-9937-137-22-1,C4776,4,977.0
2020-06-24,Timi Ko Katha,978-9937-819-65-9,C5448,5,740.0
2023-07-23,Naya Khushi,978-9937-559-55-6,C2819,5,1889.0
2023-02-19,Introduction to Artificial Intelligence,978-9937-777-54-7,C9856,1,1174.0
2018-12-24,Bal Sahitya,978-9937-950-94-6,C9636,2,1862.0
2022-09-25,Ramailo Kahani,978-9937-102-66-3,C7162,3,1269.0
2021-06-01,Yatra Ka Sundar Manch,978-9937-685-26-0,C6002,3,1039.0
2023-11-06,Disaster Management in Nepal,978-9937-418-94-1,C1120,3,1748.0
2024-08-02,Embedded Systems Basics,978-9937-351-21-1,C4712,3,654.0
2021-04-03,Pahilo Pyaar,978-9937-414-83-2,C5660,5,999.0
2023-06-10,Jatra Ka Hunkar,978-9937-645-21-0,C8836,5,1970.0
2021-09-23,Journalism: Principles and Ethics,978-9937-986-47-5,C7635,4,1338.0
2023-09-26,Nirmaya,978-9937-211-74-6,C9220,5,1438.0
2023-11-23,Ritu,978-9937-639-83-4,C2532,4,801.0
2018-11-12,Nepali Prajatantra,978-9937-351-87-5,C6904,1,1370.0
2024-03-03,Kaal Ko Ghar,978-9937-795-37-8,C9269,1,1267.0
2022-08-21,Khushiyon Ka Safar,978-9937-149-36-6,C8272,3,598.0
2023-05-01,Samajik Itihas Ko Mahatv,978-9937-500-62-0,C9581,1,920.0
2023-08-22,Chhoto Ghar,978-9937-798-85-1,C9252,3,753.0
2021-06-10,Chandra Dutta,978-9937-642-42-7,C6916,4,293.0
2024-07-11,Kora Swaas,978-9937-964-89-7,C5638,1,1722.0
2020-02-25,Sports Psychology,978-9937-749-37-8,C1417,5,541.0
2024-10-16,Developmental Psychology,978-9937-692-43-9,C2146,3,1884.0
2024-07-29,Thermodynamics: Principles and Applications,978-9937-958-77-7,C5222,4,1428.0
2023-10-29,Nepal Ko Ghar Yatra,978-9937-684-69-1,C6170,5,1582.0
2024-05-22,Ghar Ko Maya,978-9937-768-94-8,C3438,5,1672.0
2021-07-16,Introduction to Sociology,978-9937-893-61-1,C8499,1,1917.0
2020-11-15,Mindfulness and Mental Health,978-9937-366-47-8,C5837,5,1677.0
2023-01-10,Jatiya Sangharsha Ko Ramailo,978-9937-395-90-8,C6827,2,1709.0
2020-03-19,Ma Timro Sangai,978-9937-394-47-5,C8773,1,1645.0
2022-10-23,Nepali Samaj Ko Katha,978-9937-663-90-8,C8082,5,306.0
2023-06-10,Nepal Ko Manav Ko Itihas,978-9937-196-73-8,C9415,4,922.0
2020-12-31,Understanding Cultural Diversity,978-9937-276-97-6,C1210,2,1669.0
2019-04-23,Katha Ko Katha,978-9937-109-97-0,C5972,3,1085.0
2024-05-23,Yatra Ma Maya,978-9937-791-56-0,C2903,3,1210.0
2021-02-03,Sangam,978-9937-929-58-2,C4730,2,1332.0
2022-06-05,Sathi ko Diary,978-9937-893-95-1,C1850,2,1119.0
2019-11-06,Manisha,978-9937-143-70-1,C1840,2,357.0
2019-11-01,Introduction to Physical Education,978-9937-176-36-0,C1922,4,1568.0
2023-10-15,Management Information Systems,978-9937-428-92-0,C9510,5,503.0
2020-06-12,Nepali Samaj Ko Katha,978-9937-663-90-8,C8181,5,1260.0
2023-08-22,Chhalphal Sundar Kahani,978-9937-759-21-4,C6362,2,485.0
2020-04-11,Khushi,978-9937-315-10-5,C4205,5,888.0
2022-06-05,Vikas Ko Ghar,978-9937-747-84-5,C8018,1,1327.0
2024-03-20,Ekta Ko Mahatv,978-9937-632-54-6,C8680,5,263.0
2021-10-02,Khusi Ko Ramailo Ghar Ko Kahani,978-9937-852-88-1,C9763,1,1760.0
2019-09-09,Rajesh Hamal Ko Ghar,978-9937-271-87-6,C5589,2,1713.0
2022-06-12,Contemporary Nepali Society,978-9937-670-35-8,C4561,1,512.0
2022-06-12,Kaatnako Paani,978-9937-856-50-1,C2279,1,478.0
2020-02-08,The Science of Happiness,978-9937-451-13-4,C1419,2,356.0
2023-09-24,Baal Katha Pataka,978-9937-371-19-6,C1518,3,1742.0
2023-06-09,Satyabadi,978-9937-896-63-4,C6270,4,1116.0
2020-02-06,Prashant,978-9937-712-13-3,C6712,5,1826.0
2019-02-27,Khushi Ko Chhito Yatra,978-9937-288-29-6,C9858,1,858.0
2021-10-30,Dhaak Ko Yatra,978-9937-997-85-7,C3406,4,638.0
2019-02-26,Chandra Dutta,978-9937-642-42-7,C1872,2,1287.0
2021-04-21,Chhalphal Ko Bato,978-9937-798-83-1,C3207,4,1091.0
2022-06-06,Bal Ramailo Yatra,978-9937-522-82-9,C5152,3,1382.0
2020-07-02,Architecture: Basics and Design Principles,978-9937-979-15-1,C4710,3,908.0
2018-12-31,Fundamentals of Logic,978-9937-397-76-5,C4283,2,491.0
2022-07-27,Film Studies: An Introduction,978-9937-483-73-2,C5054,3,1359.0
2020-08-03,Samaya Ko Shakti,978-9937-780-99-8,C5465,4,1482.0
2023-12-23,Microprocessor Design: Theory and Applications,978-9937-516-38-6,C1712,2,266.0
2019-03-10,Entrepreneurship Development,978-9937-425-96-3,C1036,2,725.0
2019-09-28,Kheti Ko Katha,978-9937-219-80-4,C9693,3,1952.0
2022-02-10,Shiksha Ko Samaya,978-9937-957-36-5,C5433,3,1427.0
2023-11-30,Understanding Cultural Diversity,978-9937-276-97-6,C2577,5,278.0
2022-04-27,Sakal,978-9937-619-87-9,C7550,3,1423.0
2022-05-03,Shiksha Ra Udyog,978-9937-923-16-7,C2693,3,1714.0
2021-10-26,Chhito Ramailo,978-9937-807-52-5,C9575,1,886.0
2023-01-31,Culture and Society in Nepal,978-9937-541-29-0,C2977,2,646.0
2020-09-23,Ramailo Ghar Yatra,978-9937-876-13-6,C6797,4,1878.0
2023-03-18,Vishweshwar,978-9937-635-63-8,C9049,1,518.0
2024-09-11,Pratirodh Ko Katha,978-9937-510-76-5,C4767,3,874.0
2021-05-24,Investment Analysis and Portfolio Management,978-9937-216-29-2,C7388,2,444.0
2023-03-02,Vimarsha,978-9937-501-41-6,C8682,2,877.0
2024-03-10,Contemporary Nepali Society,978-9937-670-35-8,C9634,4,232.0
2023-11-02,Documentary Film Making,978-9937-690-34-0,C8244,1,1151.0
2022-02-08,Electromagnetism: Principles and Applications,978-9937-363-31-4,C9599,1,1420.0
2024-08-22,Manavadhikar Ra Nyaya,978-9937-334-28-0,C8309,5,1260.0
2019-04-07,Yug Ko Paila,978-9937-537-40-9,C5909,4,1036.0
2021-09-17,Yatra Ko Samaya,978-9937-384-45-8,C9194,5,528.0
2022-04-08,Chhito Ramailo Kahani,978-9937-994-44-5,C6988,2,1865.0
2020-10-31,Kusum,978-9937-845-25-0,C4156,5,740.0
2024-03-27,Mahakavi Devkota,978-9937-524-17-8,C9832,4,386.0
2022-10-14,Media Studies: An Overview,978-9937-621-54-6,C5632,3,1256.0
2022-07-17,Women Empowerment in Nepal,978-9937-772-65-8,C1136,5,1521.0
2021-03-21,Prashant,978-9937-712-13-3,C5438,3,1969.0
2019-08-30,Nepali Samasya Ko Katha,978-9937-551-67-8,C4739,4,1184.0
2022-12-15,Yatra Ko Aangan,978-9937-566-21-1,C4255,3,1765.0
2023-06-18,Udaan Ko Katha,978-9937-439-48-2,C3939,2,1764.0
2021-10-20,Sukarma,978-9937-362-55-8,C1551,3,934.0
2023-12-27,Nepal Ko Itihas,978-9937-638-85-7,C7013,5,838.0
2024-01-17,Sita Ram,978-9937-721-48-7,C1807,3,1912.0
2020-09-01,Manohar,978-9937-678-59-2,C9706,4,754.0
2024-09-21,Political Science,978-9937-424-81-1,C4523,5,1961.0
2019-09-15,Jatiya Sangharsha Ko Itihas,978-9937-448-90-6,C9570,1,918.0
2024-05-07,Chitwan,978-9937-571-40-1,C6660,1,1169.0
2021-09-24,Marine Biology: Concepts and Applications,978-9937-939-66-6,C2645,5,569.0
2020-01-19,Data Structures and Algorithms,978-9937-554-22-5,C3857,1,1239.0
2021-05-02,Health Education and Promotion,978-9937-643-25-7,C6509,1,1119.0
